Orthogroup	ostreococcus_tauri	arabidopsis_thaliana
OG0042589		
OG0042590		
OG0042591		
OG0042592		
OG0042593		
OG0042594		
OG0042595		
OG0042596		
OG0042597		
OG0042598		
OG0042599		
OG0042600		
OG0042601		
OG0042602		
OG0042603		
OG0042604		
OG0042605		
OG0042606		
OG0042607		
OG0042608		
OG0042609		
OG0042610		
OG0042611		
OG0042612		
OG0042613		
OG0042614		
OG0042615		
OG0042616		
OG0042617		
OG0042618		
OG0042619		
OG0042620		
OG0042621		
OG0042622		
OG0042623		
OG0042624		
OG0042625		
OG0042626		
OG0042627		
OG0042628		
OG0042629		
OG0042630		
OG0042631		
OG0042632		
OG0042633		
OG0042634		
OG0042635		
OG0042636		
OG0042637		
OG0042638		
OG0042639		
OG0042640		
OG0042641		
OG0042642		
OG0042643		
OG0042644		
OG0042645		
OG0042646		
OG0042647		
OG0042648		
OG0042649		
OG0042650		
OG0042651		
OG0042652		
OG0042653		
OG0042654		
OG0042655		
OG0042656		
OG0042657		
OG0042658		
OG0042659		
OG0042660		
OG0042661		
OG0042662		
OG0042663		
OG0042664		
OG0042665		
OG0042666		
OG0042667		
OG0042668		
OG0042669		
OG0042670		
OG0042671		
OG0042672		
OG0042673		
OG0042674		
OG0042675		
OG0042676		
OG0042677		
OG0042678		
OG0042679		
OG0042680		
OG0042681		
OG0042682		
OG0042683		
OG0042684		
OG0042685		
OG0042686		
OG0042687		
OG0042688		
OG0042689		
OG0042690		
OG0042691		
OG0042692		
OG0042693		
OG0042694		
OG0042695		
OG0042696		
OG0042697		
OG0042698		
OG0042699		
OG0042700		
OG0042701		
OG0042702		
OG0042703		
OG0042704		
OG0042705		
OG0042706		
OG0042707		
OG0042708		
OG0042709		
OG0042710		
OG0042711		
OG0042712		
OG0042713		
OG0042714		
OG0042715		
OG0042716		
OG0042717		
OG0042718		
OG0042719		
OG0042720		
OG0042721		
OG0042722		
OG0042723		
OG0042724	ostta08g03140	
OG0042725		
OG0042726		
OG0042727		
OG0042728		
OG0042729		
OG0042730		
OG0042731		
OG0042732		
OG0042733		
OG0042734		
OG0042735		
OG0042736		
OG0042737		
OG0042738		
OG0042739		
OG0042740		
OG0042741		
OG0042742		
OG0042743		
OG0042744		
OG0042745		
OG0042746		
OG0042747		
OG0042748		
OG0042749		
OG0042750		
OG0042751		
OG0042752		
OG0042753		
OG0042754		
OG0042755		
OG0042756		
OG0042757		
OG0042758		
OG0042759		
OG0042760		
OG0042761		
OG0042762		
OG0042763		
OG0042764		
OG0042765		
OG0042766		
OG0042767		
OG0042768		
OG0042769		
OG0042770		
OG0042771		
OG0042772		
OG0042773		
OG0042774		
OG0042775		
OG0042776		
OG0042777		
OG0042778		
OG0042779		
OG0042780		
OG0042781		
OG0042782		
OG0042783		
OG0042784		
OG0042785		
OG0042786		
OG0042787		
OG0042788		
OG0042789		
OG0042790		
OG0042791		
OG0042792		
OG0042793		
OG0042794		
OG0042795		
OG0042796		
OG0042797		
OG0042798		
OG0042799		
OG0042800		
OG0042801		
OG0042802		
OG0042803		
OG0042804		
OG0042805		
OG0042806		
OG0042807		
OG0042808		
OG0042809		
OG0042810		
OG0042811		
OG0042812		
OG0042813		
OG0042814		
OG0042815		
OG0042816		
OG0042817		
OG0042818		
OG0042819		
OG0042820		
OG0042821		
OG0042822		
OG0042823		
OG0042824		
OG0042825		
OG0042826		
OG0042827		
OG0042828		
OG0042829		
OG0042830		
OG0042831		
OG0042832		
OG0042833		
OG0042834		
OG0042835		
OG0042836		
OG0042837		
OG0042838		
OG0042839		
OG0042840		
OG0042841		
OG0042842		
OG0042843		
OG0042844		
OG0042845		
OG0042846		
OG0042847		
OG0042848		
OG0042849		
OG0042850		
OG0042851		
OG0042852		
OG0042853		
OG0042854		
OG0042855		
OG0042856		
OG0042857		
OG0042858		
OG0042859		
OG0042860		
OG0042861		
OG0042862		
OG0042863		
OG0042864		
OG0042865		
OG0042866		
OG0042867		
OG0042868		
OG0042869		
OG0042870		
OG0042871		
OG0042872		
OG0042873		
OG0042874		
OG0042875		
OG0042876		
OG0042877		
OG0042878		
OG0042879		
OG0042880		
OG0042881		
OG0042882		
OG0042883		
OG0042884		
OG0042885		
OG0042886		
OG0042887		
OG0042888		
OG0042889		
OG0042890		
OG0042891		
OG0042892		
OG0042893		
OG0042894		
OG0042895		
OG0042896		
OG0042897		
OG0042898		
OG0042899		
OG0042900		
OG0042901		
OG0042902		
OG0042903		
OG0042904		
OG0042905		
OG0042906		
OG0042907		
OG0042908		
OG0042909		
OG0042910		
OG0042911		
OG0042912		
OG0042913		
OG0042914		
OG0042915		
OG0042916		
OG0042917		
OG0042918		
OG0042919		
OG0042920		
OG0042921		
OG0042922		
OG0042923		
OG0042924		
OG0042925		
OG0042926		
OG0042927		
OG0042928		
OG0042929		
OG0042930		
OG0042931		
OG0042932		
OG0042933		
OG0042934		
OG0042935		
OG0042936		
OG0042937		
OG0042938		
OG0042939		
OG0042940		
OG0042941		
OG0042942		
OG0042943		
OG0042944		
OG0042945		
OG0042946		
OG0042947		
OG0042948		
OG0042949		
OG0042950		
OG0042951		
OG0042952		
OG0042953		
OG0042954		
OG0042955		
OG0042956		
OG0042957		
OG0042958		
OG0042959		
OG0042960		
OG0042961		
OG0042962		
OG0042963		
OG0042964		
OG0042965		
OG0042966		
OG0042967		
OG0042968		
OG0042969		
OG0042970		
OG0042971		
OG0042972		
OG0042973		
OG0042974		
OG0042975		
OG0042976		
OG0042977		
OG0042978		
OG0042979		
OG0042980		
OG0042981		
OG0042982		
OG0042983		
OG0042984		
OG0042985		
OG0042986		
OG0042987		
OG0042988		
OG0042989		
OG0042990		
OG0042991		
OG0042992		
OG0042993		
OG0042994		
OG0042995		
OG0042996		
OG0042997		
OG0042998		
OG0042999		
OG0043000		
OG0043001		
OG0043002		
OG0043003		
OG0043004		
OG0043005		
OG0043006		
OG0043007		
OG0043008		
OG0043009		
OG0043010		
OG0043011		
OG0043012		
OG0043013		
OG0043014		
OG0043015		
OG0043016		
OG0043017		
OG0043018		
OG0043019		
OG0043020		
OG0043021		
OG0043022		
OG0043023		
OG0043024		
OG0043025		
OG0043026		
OG0043027		
OG0043028		
OG0043029		
OG0043030		
OG0043031		
OG0043032		
OG0043033		
OG0043034		
OG0043035		
OG0043036		
OG0043037		
OG0043038		
OG0043039		
OG0043040		
OG0043041		
OG0043042		
OG0043043		
OG0043044		
OG0043045		
OG0043046		
OG0043047		
OG0043048		
OG0043049		
OG0043050		
OG0043051		
OG0043052		
OG0043053		
OG0043054		
OG0043055		
OG0043056		
OG0043057		
OG0043058		
OG0043059		
OG0043060		
OG0043061		
OG0043062		
OG0043063		
OG0043064		
OG0043065		
OG0043066		
OG0043067		
OG0043068		
OG0043069		
OG0043070		
OG0043071		
OG0043072		
OG0043073		
OG0043074		
OG0043075		
OG0043076		
OG0043077		
OG0043078		
OG0043079		
OG0043080		
OG0043081		
OG0043082		
OG0043083		
OG0043084		
OG0043085		
OG0043086		
OG0043087		
OG0043088		
OG0043089		
OG0043090		
OG0043091		
OG0043092		
OG0043093		
OG0043094		
OG0043095		
OG0043096		
OG0043097		
OG0043098		
OG0043099		
OG0043100		
OG0043101		
OG0043102		
OG0043103		
OG0043104		
OG0043105		
OG0043106		
OG0043107		
OG0043108		
OG0043109		
OG0043110		
OG0043111		
OG0043112		
OG0043113		
OG0043114		
OG0043115		
OG0043116		
OG0043117		
OG0043118		
OG0043119		
OG0043120		
OG0043121		
OG0043122		
OG0043123		
OG0043124		
OG0043125		
OG0043126		
OG0043127		
OG0043128		
OG0043129		
OG0043130		
OG0043131		
OG0043132		
OG0043133		
OG0043134		
OG0043135		
OG0043136		
OG0043137		
OG0043138		
OG0043139		
OG0043140		
OG0043141		
OG0043142		
OG0043143		
OG0043144		
OG0043145		
OG0043146		
OG0043147		
OG0043148		
OG0043149		
OG0043150		
OG0043151		
OG0043152		
OG0043153		
OG0043154	ostta19g00610	
OG0043155		
OG0043156		
OG0043157		
OG0043158		
OG0043159		
OG0043160		
OG0043161		
OG0043162		
OG0043163		
OG0043164		
OG0043165		
OG0043166		
OG0043167		
OG0043168		
OG0043169		
OG0043170		
OG0043171		
OG0043172		
OG0043173		
OG0043174		
OG0043175		
OG0043176		
OG0043177		
OG0043178		
OG0043179		
OG0043180		
OG0043181		
OG0043182		
OG0043183		
OG0043184		
OG0043185		
OG0043186		
OG0043187		
OG0043188		
OG0043189		
OG0043190		
OG0043191		
OG0043192		
OG0043193		
OG0043194		
OG0043195		
OG0043196		
OG0043197		
OG0043198		
OG0043199		
OG0043200		
OG0043201		
OG0043202		
OG0043203		
OG0043204		
OG0043205		
OG0043206		
OG0043207		
OG0043208		
OG0043209		
OG0043210		
OG0043211		
OG0043212		
OG0043213		
OG0043214		
OG0043215		
OG0043216		
OG0043217		
OG0043218		
OG0043219		
OG0043220		
OG0043221		
OG0043222		
OG0043223		
OG0043224		
OG0043225		
OG0043226		
OG0043227		
OG0043228		
OG0043229		
OG0043230		
OG0043231		
OG0043232		
OG0043233		
OG0043234		
OG0043235		
OG0043236		
OG0043237		
OG0043238		
OG0043239		
OG0043240		
OG0043241		
OG0043242		
OG0043243		
OG0043244		
OG0043245		
OG0043246		
OG0043247		
OG0043248		
OG0043249		
OG0043250		
OG0043251		
OG0043252		
OG0043253		
OG0043254		
OG0043255		
OG0043256		
OG0043257		
OG0043258		
OG0043259		
OG0043260		
OG0043261		
OG0043262		
OG0043263		
OG0043264		
OG0043265		
OG0043266		
OG0043267		
OG0043268		
OG0043269		
OG0043270		
OG0043271		
OG0043272		
OG0043273		
OG0043274		
OG0043275		
OG0043276		
OG0043277		
OG0043278		
OG0043279		
OG0043280		
OG0043281		
OG0043282		
OG0043283		
OG0043284		
OG0043285		
OG0043286		
OG0043287		
OG0043288		
OG0043289		
OG0043290		
OG0043291		
OG0043292		
OG0043293		
OG0043294		
OG0043295		
OG0043296		
OG0043297		
OG0043298		
OG0043299		
OG0043300		
OG0043301		
OG0043302		
OG0043303		
OG0043304		
OG0043305		
OG0043306		
OG0043307		
OG0043308		
OG0043309		
OG0043310		
OG0043311		
OG0043312		
OG0043313		
OG0043314		
OG0043315		
OG0043316		
OG0043317		
OG0043318	ostta15g01570	
OG0043319		
OG0043320		
OG0043321		
OG0043322		
OG0043323		
OG0043324		
OG0043325		
OG0043326		
OG0043327		
OG0043328		
OG0043329		
OG0043330		
OG0043331		
OG0043332		
OG0043333		
OG0043334		
OG0043335		
OG0043336		
OG0043337		
OG0043338		
OG0043339		
OG0043340		
OG0043341		
OG0043342		
OG0043343		
OG0043344		
OG0043345		
OG0043346		
OG0043347		
OG0043348		
OG0043349		
OG0043350		
OG0043351		
OG0043352		
OG0043353		
OG0043354		
OG0043355		
OG0043356		
OG0043357		
OG0043358		
OG0043359		
OG0043360		
OG0043361		
OG0043362		
OG0043363		
OG0043364		
OG0043365		
OG0043366		
OG0043367		
OG0043368		
OG0043369		
OG0043370		
OG0043371		
OG0043372		
OG0043373		
OG0043374		
OG0043375		
OG0043376		
OG0043377		
OG0043378		
OG0043379		
OG0043380		
OG0043381		
OG0043382		
OG0043383		
OG0043384		
OG0043385		
OG0043386		
OG0043387		
OG0043388		
OG0043389		
OG0043390		
OG0043391		
OG0043392		
OG0043393		
OG0043394		
OG0043395		
OG0043396		
OG0043397		
OG0043398		
OG0043399		
OG0043400		
OG0043401		
OG0043402		
OG0043403		
OG0043404		
OG0043405		
OG0043406		
OG0043407		
OG0043408		
OG0043409		
OG0043410		
OG0043411		
OG0043412		
OG0043413		
OG0043414		
OG0043415		
OG0043416		
OG0043417		
OG0043418		
OG0043419		
OG0043420		
OG0043421		
OG0043422		
OG0043423		
OG0043424		
OG0043425		
OG0043426		
OG0043427		
OG0043428		
OG0043429		
OG0043430		
OG0043431		
OG0043432		
OG0043433		
OG0043434		
OG0043435		
OG0043436		
OG0043437		
OG0043438		
OG0043439		
OG0043440		
OG0043441		
OG0043442		
OG0043443		
OG0043444		
OG0043445		
OG0043446		
OG0043447		
OG0043448		
OG0043449		
OG0043450		
OG0043451		
OG0043452		
OG0043453		
OG0043454		
OG0043455		
OG0043456		
OG0043457		
OG0043458		
OG0043459		
OG0043460		
OG0043461		
OG0043462		
OG0043463		
OG0043464		
OG0043465		
OG0043466		
OG0043467		
OG0043468		
OG0043469		
OG0043470		
OG0043471		
OG0043472	ostta15g02400	
OG0043473	ostta09g04330	
OG0043474		
OG0043475	ostta09g04185	
OG0043476	ostta16g01600	
OG0043477		
OG0043478	ostta04g05340	
OG0043479	ostta04g04670	
OG0043480	ostta02g02260	
OG0043481	ostta09g02660	
OG0043482		
OG0043483	ostta06g04250	
OG0043484	ostta06g04260	
OG0043485		
OG0043486	ostta01g05800	
OG0043487		
OG0043488	ostta01g06490	
OG0043489		
OG0043490		
OG0043491	ostta12g00960	
OG0043492		
OG0043493		
OG0043494	ostta18g00695	
OG0043495		
OG0043496		
OG0043497		
OG0043498	ostta02g05120	
OG0043499		
OG0043500		
OG0043501		
OG0043502	ostta11g02800	
OG0043503	ostta11g01590	
OG0043504	ostta05g04240	
OG0043505		
OG0043506		
OG0043507	ostta11g02710	
OG0043508		
OG0043509		
OG0043510		
OG0043511	ostta14g01388	
OG0043512	ostta02g03230	
OG0043513	ostta12g00790	
OG0043514		
OG0043515	ostta01g01040	
OG0043516	ostta14g03040	
OG0043517	ostta16g00980	
OG0043518	ostta08g00110	
OG0043519		
OG0043520	ostta20g00880	
OG0043521	ostta05g00070	
OG0043522	ostta14g01710	
OG0043523	ostta14g01650	
OG0043524	ostta03g05885	
OG0043525	ostta08g03220	
OG0043526		
OG0043527	ostta08g00810	
OG0043528	ostta08g01030	
OG0043529	ostta17g01700	
OG0043530	ostta08g00690	
OG0043531	ostta11g01790	
OG0043532	ostta08g02460	
OG0043533		
OG0043534	ostta08g01410	
OG0043535	ostta03g04400	
OG0043536	ostta03g05460	
OG0043537		
OG0043538		
OG0043539	ostta01g05100	
OG0043540		
OG0043541	ostta16g01420	
OG0043542	ostta12g00260	
OG0043543		
OG0043544		
OG0043545		
OG0043546	ostta16g01635	
OG0043547	ostta16g02380	
OG0043548	ostta05g01220	
OG0043549	ostta03g00600	
OG0043550	ostta05g01710	
OG0043551	ostta01g01300	
OG0043552		
OG0043553		
OG0043554	ostta01g00300	
OG0043555		
OG0043556		
OG0043557		
OG0043558		
OG0043559	ostta03g00440	
OG0043560		
OG0043561		
OG0043562	ostta03g03700	
OG0043563	ostta02g00330	
OG0043564		
OG0043565	ostta17g01895	
OG0043566		
OG0043567		
OG0043568	ostta17g01365	
OG0043569		
OG0043570	ostta15g00810	
OG0043571		
OG0043572		
OG0043573		
OG0043574		
OG0043575		
OG0043576	ostta13g02810	
OG0043577	ostta04g00290	
OG0043578		
OG0043579	ostta04g00660	
OG0043580	ostta16g00680	
OG0043581	ostta12g01370	
OG0043582	ostta16g00040	
OG0043583	ostta15g00460	
OG0043584		
OG0043585	ostta12g01410	
OG0043586	ostta17g00400	
OG0043587	ostta02g04960	
OG0043588	ostta18g00270	
OG0043589	ostta18g00350	
OG0043590	ostta18g01870	
OG0043591	ostta18g00280	
OG0043592	ostta18g00500	
OG0043593	ostta02g01810	
OG0043594	ostta10g02170	
OG0043595	ostta03g05850	
OG0043596	ostta10g01530	
OG0043597	ostta03g03990	
OG0043598	ostta11g01560	
OG0043599	ostta02g02810	
OG0043600		
OG0043601	ostta03g03540	
OG0043602	ostta10g02200	
OG0043603	ostta16g00860	
OG0043604	ostta10g03120	
OG0043605	ostta10g00860	
OG0043606	ostta03g01750	
OG0043607	ostta07g04420	
OG0043608		
OG0043609	ostta03g05890	
OG0043610	ostta10g01250	
OG0043611		
OG0043612	ostta18g00760	
OG0043613		
OG0043614	ostta07g02740	
OG0043615		
OG0043616	ostta07g01210	
OG0043617	ostta07g03950	
OG0043618	ostta04g02120	
OG0043619	ostta10g03540	
OG0043620	ostta07g00690	
OG0043621		
OG0043622	ostta07g03440	
OG0043623	ostta12g01460	
OG0043624	ostta14g01660	
OG0043625	ostta14g00430	
OG0043626	ostta05g04710	
OG0043627	ostta13g00060	
OG0043628		
OG0043629	ostta09g01810	
OG0043630		
OG0043631	ostta05g03510	
OG0043632	ostta05g02400	
OG0043633	ostta13g00460	
OG0043634	ostta05g03030	
OG0043635	ostta13g00780	
OG0043636	ostta13g00650	
OG0043637	ostta09g01490	
OG0043638	ostta09g01570	
OG0043639		
OG0043640	ostta06g00710	
OG0043641	ostta06g02870	
OG0043642	ostta08g03160	
OG0043643	ostta09g04120	
OG0043644	ostta10g01880	
OG0043645	ostta19g00520	
OG0043646	ostta14g00490	
OG0043647	ostta07g00335	
OG0043648	ostta03g01250	
OG0043649	ostta03g03650	
OG0043650	ostta02g03150	
OG0043651	ostta04g02890	
OG0043652	ostta02g02970	
OG0043653		
OG0043654		
OG0043655		
OG0043656		
OG0043657		
OG0043658		
OG0043659		
OG0043660		
OG0043661		
OG0043662		
OG0043663		
OG0043664		
OG0043665		
OG0043666		
OG0043667		
OG0043668		
OG0043669		
OG0043670		
OG0043671		
OG0043672		
OG0043673		
OG0043674		
OG0043675		
OG0043676		
OG0043677		
OG0043678		
OG0043679		
OG0043680		
OG0043681		
OG0043682		
OG0043683		
OG0043684		
OG0043685		
OG0043686		
OG0043687		
OG0043688		
OG0043689		
OG0043690		
OG0043691		
OG0043692		
OG0043693		
OG0043694		
OG0043695		
OG0043696		
OG0043697		
OG0043698		
OG0043699		
OG0043700		
OG0043701		
OG0043702		
OG0043703		
OG0043704		
OG0043705		
OG0043706		
OG0043707		
OG0043708		
OG0043709		
OG0043710		
OG0043711		
OG0043712		
OG0043713		
OG0043714		
OG0043715		
OG0043716		
OG0043717		
OG0043718		
OG0043719		
OG0043720		
OG0043721		
OG0043722		
OG0043723		
OG0043724		
OG0043725		
OG0043726		
OG0043727		
OG0043728		
OG0043729		
OG0043730		
OG0043731		
OG0043732		
OG0043733		
OG0043734		
OG0043735		
OG0043736		
OG0043737		
OG0043738		
OG0043739		
OG0043740		
OG0043741		
OG0043742		
OG0043743		
OG0043744		
OG0043745		
OG0043746		
OG0043747		
OG0043748		
OG0043749		
OG0043750		
OG0043751		
OG0043752		
OG0043753		
OG0043754		
OG0043755		
OG0043756		
OG0043757		
OG0043758		
OG0043759		
OG0043760		
OG0043761		
OG0043762		
OG0043763		
OG0043764		
OG0043765		
OG0043766		
OG0043767		
OG0043768		
OG0043769		
OG0043770		
OG0043771		
OG0043772		
OG0043773		
OG0043774		
OG0043775		
OG0043776		
OG0043777		
OG0043778		
OG0043779		
OG0043780		
OG0043781		
OG0043782		
OG0043783		
OG0043784		
OG0043785		
OG0043786		
OG0043787		
OG0043788		
OG0043789		
OG0043790		
OG0043791		
OG0043792		
OG0043793		
OG0043794		
OG0043795		
OG0043796		
OG0043797		
OG0043798		
OG0043799		
OG0043800		
OG0043801		
OG0043802		
OG0043803		
OG0043804		
OG0043805		
OG0043806		
OG0043807		
OG0043808		
OG0043809		
OG0043810		
OG0043811		
OG0043812		
OG0043813		
OG0043814		
OG0043815		
OG0043816		
OG0043817		
OG0043818		
OG0043819		
OG0043820		
OG0043821		
OG0043822		
OG0043823		
OG0043824		
OG0043825		
OG0043826		
OG0043827		
OG0043828		
OG0043829		
OG0043830		
OG0043831		
OG0043832		
OG0043833		
OG0043834		
OG0043835		
OG0043836		
OG0043837		
OG0043838		
OG0043839		
OG0043840		
OG0043841		
OG0043842		
OG0043843		
OG0043844		
OG0043845		
OG0043846		
OG0043847		
OG0043848		
OG0043849		
OG0043850		
OG0043851		
OG0043852		
OG0043853		
OG0043854		
OG0043855		
OG0043856		
OG0043857		
OG0043858		
OG0043859		
OG0043860		
OG0043861		
OG0043862		
OG0043863		
OG0043864		
OG0043865		
OG0043866		
OG0043867		
OG0043868		
OG0043869		
OG0043870		
OG0043871		
OG0043872		
OG0043873		
OG0043874		
OG0043875		
OG0043876		
OG0043877		
OG0043878		
OG0043879		
OG0043880		
OG0043881		
OG0043882		
OG0043883		
OG0043884		
OG0043885		
OG0043886		
OG0043887		
OG0043888		
OG0043889		
OG0043890		
OG0043891		
OG0043892		
OG0043893		
OG0043894		
OG0043895		
OG0043896		
OG0043897		
OG0043898		
OG0043899		
OG0043900		
OG0043901		
OG0043902		
OG0043903		
OG0043904		
OG0043905		
OG0043906		
OG0043907		
OG0043908		
OG0043909		
OG0043910		
OG0043911		
OG0043912		
OG0043913		
OG0043914		
OG0043915		
OG0043916		
OG0043917		
OG0043918		
OG0043919		
OG0043920		
OG0043921		
OG0043922		
OG0043923		
OG0043924		
OG0043925		
OG0043926		
OG0043927		
OG0043928		
OG0043929		
OG0043930		
OG0043931		
OG0043932		
OG0043933		
OG0043934		
OG0043935		
OG0043936		
OG0043937		
OG0043938		
OG0043939		
OG0043940		
OG0043941		
OG0043942		
OG0043943		
OG0043944		
OG0043945		
OG0043946		
OG0043947		
OG0043948		
OG0043949		
OG0043950		
OG0043951		
OG0043952		
OG0043953		
OG0043954		
OG0043955		
OG0043956		
OG0043957		
OG0043958		
OG0043959		
OG0043960		
OG0043961		
OG0043962		
OG0043963		
OG0043964		
OG0043965		
OG0043966		
OG0043967		
OG0043968		
OG0043969		
OG0043970		
OG0043971		
OG0043972		
OG0043973		
OG0043974		
OG0043975		
OG0043976		
OG0043977		
OG0043978		
OG0043979		
OG0043980		
OG0043981		
OG0043982		
OG0043983		
OG0043984		
OG0043985		
OG0043986		
OG0043987		
OG0043988		
OG0043989		
OG0043990		
OG0043991		
OG0043992		
OG0043993		
OG0043994		
OG0043995		
OG0043996		
OG0043997		
OG0043998		
OG0043999		
OG0044000		
OG0044001		
OG0044002		
OG0044003		
OG0044004		
OG0044005		
OG0044006		
OG0044007		
OG0044008		
OG0044009		
OG0044010		
OG0044011		
OG0044012		
OG0044013		
OG0044014		
OG0044015		
OG0044016		
OG0044017		
OG0044018		
OG0044019		
OG0044020		
OG0044021		
OG0044022		
OG0044023		
OG0044024		
OG0044025		
OG0044026		
OG0044027		
OG0044028		
OG0044029		
OG0044030		
OG0044031		
OG0044032		
OG0044033		
OG0044034		
OG0044035		
OG0044036		
OG0044037		
OG0044038		
OG0044039		
OG0044040		
OG0044041		
OG0044042		
OG0044043		
OG0044044		
OG0044045		
OG0044046		
OG0044047		
OG0044048		
OG0044049		
OG0044050		
OG0044051		
OG0044052		
OG0044053		
OG0044054		
OG0044055		
OG0044056		
OG0044057		
OG0044058		
OG0044059		
OG0044060		
OG0044061		
OG0044062		
OG0044063		
OG0044064		
OG0044065		
OG0044066		
OG0044067		
OG0044068		
OG0044069		
OG0044070		
OG0044071		
OG0044072		
OG0044073		
OG0044074		
OG0044075		
OG0044076		
OG0044077		
OG0044078		
OG0044079		
OG0044080		
OG0044081		
OG0044082		
OG0044083		
OG0044084		
OG0044085		
OG0044086		
OG0044087		
OG0044088		
OG0044089		
OG0044090		
OG0044091		
OG0044092		
OG0044093		
OG0044094		
OG0044095		
OG0044096		
OG0044097		
OG0044098		
OG0044099		
OG0044100		
OG0044101		
OG0044102		
OG0044103		
OG0044104		
OG0044105		
OG0044106		
OG0044107		
OG0044108		
OG0044109		
OG0044110		
OG0044111		
OG0044112		
OG0044113		
OG0044114		
OG0044115		
OG0044116		
OG0044117		
OG0044118		
OG0044119		
OG0044120		
OG0044121		
OG0044122		
OG0044123		
OG0044124		
OG0044125		
OG0044126		
OG0044127		
OG0044128		
OG0044129		
OG0044130		
OG0044131		
OG0044132		
OG0044133		
OG0044134		
OG0044135		
OG0044136		
OG0044137		
OG0044138		
OG0044139		
OG0044140		
OG0044141		
OG0044142		
OG0044143		
OG0044144		
OG0044145		
OG0044146		
OG0044147		
OG0044148		
OG0044149		
OG0044150		
OG0044151		
OG0044152		
OG0044153		
OG0044154		
OG0044155		
OG0044156		
OG0044157		
OG0044158		
OG0044159		
OG0044160		
OG0044161		
OG0044162		
OG0044163		
OG0044164		
OG0044165		
OG0044166		
OG0044167		
OG0044168		
OG0044169		
OG0044170		
OG0044171		
OG0044172		
OG0044173		
OG0044174		
OG0044175		
OG0044176		
OG0044177		
OG0044178		
OG0044179		
OG0044180		
OG0044181		
OG0044182		
OG0044183		
OG0044184		
OG0044185		
OG0044186		
OG0044187		
OG0044188		
OG0044189		
OG0044190		
OG0044191		
OG0044192		
OG0044193		
OG0044194		
OG0044195		
OG0044196		
OG0044197		
OG0044198		
OG0044199		
OG0044200		
OG0044201		
OG0044202		
OG0044203		
OG0044204		
OG0044205		
OG0044206		
OG0044207		
